Complaint_ID,City,Area,Complaint_Type,Complaint_Count,Population,Weather,Timestamp,Previous_Complaints,Severity
MMR-16822,Navi Mumbai,Turbhe,Roads,20,169952,Cloudy,2026-04-02 00:39:56,34,Low
MMR-7991,Navi Mumbai,Panvel,Water,94,395123,Rainy,2026-04-02 00:42:41,134,High
MMR-3169,Mumbai,Ghatkopar,Roads,57,447846,Sunny,2026-04-02 00:44:36,97,Medium
MMR-5720,Navi Mumbai,Ulwe,Drainage,2,138806,Sunny,2026-04-02 00:45:10,3,Medium
MMR-19904,Navi Mumbai,Kopar Khairane,Drainage,24,222244,Rainy,2026-04-02 00:45:13,12,High
MMR-8233,Mumbai,Juhu,Drainage,17,211336,Cloudy,2026-04-02 00:45:25,11,High
MMR-6769,Mumbai,Vile Parle,Drainage,51,334444,Sunny,2026-04-02 00:46:17,17,High
MMR-15309,Mumbai,Wadala,Garbage,23,266138,Cloudy,2026-04-02 00:50:15,181,Medium
MMR-19911,Navi Mumbai,Roadpali,Roads,98,133011,Rainy,2026-04-02 00:52:20,166,High
MMR-20006,Mumbai,Thane,Roads,96,687860,Rainy,2026-04-02 00:53:23,52,High
MMR-2922,Navi Mumbai,Panvel,Water,86,428785,Sunny,2026-04-02 00:59:03,182,Low
MMR-20649,Navi Mumbai,Nerul,Roads,14,275656,Sunny,2026-04-02 01:01:16,16,Medium
MMR-9430,Mumbai,Matunga,Roads,61,271881,Sunny,2026-04-02 01:10:08,43,High
MMR-18393,Mumbai,Chembur,Roads,16,416315,Sunny,2026-04-02 01:10:42,19,Low
MMR-5190,Navi Mumbai,New Panvel,Roads,15,258405,Sunny,2026-04-02 01:11:16,15,Low
MMR-14228,Navi Mumbai,Seawoods,Garbage,91,185316,Sunny,2026-04-02 01:15:06,52,High
MMR-5272,Navi Mumbai,Airoli,Water,22,235980,Sunny,2026-04-02 01:18:53,31,Low
MMR-14502,Navi Mumbai,Juinagar,Drainage,1,166043,Sunny,2026-04-02 01:21:03,31,High
MMR-14358,Mumbai,Chembur,Water,39,368250,Rainy,2026-04-02 01:23:14,102,Low
MMR-13623,Mumbai,Bandra,Water,16,297324,Sunny,2026-04-02 01:24:35,19,High
MMR-10963,Navi Mumbai,Seawoods,Roads,52,204672,Sunny,2026-04-02 01:25:14,46,High
MMR-11320,Navi Mumbai,Ghansoli,Roads,4,192254,Cloudy,2026-04-02 01:28:51,22,Medium
MMR-7895,Mumbai,Juhu,Roads,61,199895,Cloudy,2026-04-02 01:30:48,100,High
MMR-16980,Mumbai,Santacruz,Water,29,281154,Cloudy,2026-04-02 01:35:28,30,Low
MMR-6998,Mumbai,Worli,Drainage,18,234126,Sunny,2026-04-02 01:37:48,13,Medium
MMR-9617,Mumbai,Bhayander,Water,31,483117,Cloudy,2026-04-02 01:44:59,45,Medium
MMR-18390,Mumbai,Ghatkopar,Water,33,454675,Cloudy,2026-04-02 01:49:24,46,Low
MMR-5290,Navi Mumbai,Dronagiri,Water,5,114752,Cloudy,2026-04-02 01:49:48,6,High
MMR-11272,Mumbai,Churchgate,Roads,8,123028,Sunny,2026-04-02 01:50:06,189,Low
MMR-7387,Mumbai,CST,Drainage,13,128159,Cloudy,2026-04-02 01:52:56,153,High
MMR-8552,Navi Mumbai,Panvel,Roads,21,380010,Sunny,2026-04-02 01:53:31,14,Low
MMR-19335,Navi Mumbai,Dronagiri,Drainage,5,107492,Sunny,2026-04-02 01:56:50,4,High
MMR-3287,Mumbai,Worli,Roads,15,218742,Rainy,2026-04-02 01:58:24,22,Low
MMR-15829,Navi Mumbai,Seawoods,Roads,88,195920,Sunny,2026-04-02 01:58:57,161,Medium
MMR-14939,Navi Mumbai,Kamothe,Water,19,236667,Cloudy,2026-04-02 02:04:50,186,Medium
MMR-9904,Mumbai,Fort,Roads,70,161085,Cloudy,2026-04-02 02:05:41,55,High
MMR-8488,Mumbai,Kandivali,Drainage,18,647399,Sunny,2026-04-02 02:12:55,22,Medium
MMR-7417,Mumbai,Andheri,Water,49,803123,Rainy,2026-04-02 02:16:11,46,Medium
MMR-16586,Mumbai,Wadala,Roads,32,261088,Cloudy,2026-04-02 02:19:03,11,Medium
MMR-3481,Mumbai,Wadala,Drainage,51,276926,Cloudy,2026-04-02 02:31:23,36,High
MMR-17654,Navi Mumbai,Ulwe,Drainage,9,135198,Sunny,2026-04-02 02:37:26,8,Medium
MMR-19141,Mumbai,Kandivali,Water,59,613888,Sunny,2026-04-02 02:41:36,191,Low
MMR-16444,Mumbai,Versova,Water,71,179632,Sunny,2026-04-02 02:46:58,152,High
MMR-11770,Navi Mumbai,Belapur,Drainage,11,249098,Sunny,2026-04-02 02:50:21,60,Medium
MMR-14512,Navi Mumbai,Roadpali,Garbage,4,127084,Rainy,2026-04-02 02:52:05,5,Medium
MMR-11427,Mumbai,Bhayander,Drainage,69,523646,Rainy,2026-04-02 02:53:01,100,High
MMR-16925,Mumbai,Ghatkopar,Drainage,97,445151,Sunny,2026-04-02 02:53:31,83,Low
MMR-19205,Navi Mumbai,Pushpak Nagar,Garbage,50,115675,Sunny,2026-04-02 02:54:15,20,Low
MMR-7098,Mumbai,Powai,Garbage,34,300004,Sunny,2026-04-02 02:55:38,168,Medium
MMR-16022,Mumbai,Dharavi,Roads,26,678558,Rainy,2026-04-02 02:57:41,32,Medium
MMR-17716,Navi Mumbai,Panvel,Drainage,33,436232,Rainy,2026-04-02 03:00:55,77,Medium
MMR-17070,Mumbai,Powai,Roads,30,328153,Cloudy,2026-04-02 03:01:53,40,Low
MMR-8099,Navi Mumbai,Kamothe,Roads,14,207303,Rainy,2026-04-02 03:01:57,20,Low
MMR-1753,Mumbai,Santacruz,Water,13,293475,Sunny,2026-04-02 03:03:36,21,Low
MMR-13155,Navi Mumbai,Kharghar,Roads,75,345020,Sunny,2026-04-02 03:04:55,98,Medium
MMR-11300,Mumbai,Fort,Roads,28,158517,Sunny,2026-04-02 03:05:18,28,Low
MMR-11356,Mumbai,Colaba,Garbage,13,186221,Rainy,2026-04-02 03:06:51,17,Medium
MMR-15828,Navi Mumbai,Kopar Khairane,Drainage,7,219607,Sunny,2026-04-02 03:07:54,12,Low
MMR-13842,Mumbai,Vile Parle,Water,12,326445,Rainy,2026-04-02 03:08:04,16,Low
MMR-7922,Navi Mumbai,Pushpak Nagar,Water,2,127295,Sunny,2026-04-02 03:09:15,1,Low
MMR-19636,Navi Mumbai,Panvel,Water,25,402907,Cloudy,2026-04-02 03:15:26,196,Medium
MMR-16740,Mumbai,CST,Garbage,65,138312,Cloudy,2026-04-02 03:17:16,44,High
MMR-19929,Mumbai,Parel,Garbage,24,306681,Sunny,2026-04-02 03:17:57,154,Low
MMR-10771,Navi Mumbai,Ulwe,Water,7,146052,Sunny,2026-04-02 03:22:22,16,Low
MMR-20588,Mumbai,Andheri,Roads,42,828668,Rainy,2026-04-02 03:23:58,74,High
MMR-12204,Mumbai,Sion,Water,54,359648,Rainy,2026-04-02 03:24:57,78,Medium
MMR-6817,Mumbai,Goregaon,Garbage,98,460013,Rainy,2026-04-02 03:26:57,108,Low
MMR-1380,Navi Mumbai,Sanpada,Garbage,10,160910,Cloudy,2026-04-02 03:27:14,11,Low
MMR-3403,Mumbai,Chembur,Roads,87,385389,Cloudy,2026-04-02 03:29:05,50,Medium
MMR-17471,Navi Mumbai,Nerul,Water,19,297160,Rainy,2026-04-02 03:32:47,23,Medium
MMR-13304,Mumbai,Chembur,Drainage,91,415852,Sunny,2026-04-02 03:34:04,174,High
MMR-18156,Mumbai,Goregaon,Drainage,2,481450,Sunny,2026-04-02 03:35:35,42,Medium
MMR-5020,Mumbai,Juhu,Roads,13,187373,Cloudy,2026-04-02 03:36:04,200,Medium
MMR-10518,Mumbai,Andheri,Garbage,40,868837,Sunny,2026-04-02 03:36:27,38,Medium
MMR-3026,Mumbai,Vikhroli,Water,35,285484,Rainy,2026-04-02 03:36:55,55,Medium
MMR-9407,Mumbai,Colaba,Water,40,179111,Cloudy,2026-04-02 03:42:43,181,High
MMR-4777,Mumbai,Mulund,Drainage,4,347647,Rainy,2026-04-02 03:48:52,3,Low
MMR-9960,Navi Mumbai,Turbhe,Drainage,17,184853,Cloudy,2026-04-02 03:49:12,8,High
MMR-5008,Mumbai,Goregaon,Garbage,53,488254,Sunny,2026-04-02 03:51:52,36,Medium
MMR-5879,Mumbai,Goregaon,Roads,55,485718,Sunny,2026-04-02 03:52:54,67,Medium
MMR-2707,Mumbai,Borivali,Water,65,630164,Cloudy,2026-04-02 03:57:22,32,High
MMR-16108,Navi Mumbai,Kharghar,Garbage,23,311115,Sunny,2026-04-02 03:57:55,34,Low
MMR-9246,Navi Mumbai,Roadpali,Drainage,90,125616,Sunny,2026-04-02 04:00:33,168,High
MMR-3523,Navi Mumbai,Kopar Khairane,Drainage,22,216972,Sunny,2026-04-02 04:03:14,17,Low
MMR-18834,Navi Mumbai,Sanpada,Drainage,13,177156,Cloudy,2026-04-02 04:03:37,171,Low
MMR-19820,Navi Mumbai,Vashi,Drainage,26,295639,Sunny,2026-04-02 04:04:28,43,Low
MMR-3151,Mumbai,Wadala,Roads,19,293305,Cloudy,2026-04-02 04:04:59,156,Medium
MMR-13710,Mumbai,Kurla,Garbage,99,400254,Cloudy,2026-04-02 04:08:49,48,Low
MMR-7067,Mumbai,Chembur,Garbage,28,394703,Rainy,2026-04-02 04:11:04,34,Low
MMR-15414,Mumbai,Sion,Drainage,34,360347,Sunny,2026-04-02 04:14:20,5,Low
MMR-18236,Navi Mumbai,New Panvel,Water,3,222813,Cloudy,2026-04-02 04:15:52,4,Low
MMR-5897,Navi Mumbai,Airoli,Garbage,81,247083,Sunny,2026-04-02 04:19:17,59,Medium
MMR-4661,Mumbai,Versova,Drainage,9,186654,Sunny,2026-04-02 04:27:52,32,Medium
MMR-18476,Mumbai,Colaba,Drainage,18,179540,Sunny,2026-04-02 04:33:34,19,Medium
MMR-14550,Navi Mumbai,Roadpali,Roads,6,129076,Sunny,2026-04-02 04:34:45,8,Low
MMR-14932,Mumbai,Andheri,Water,25,793378,Sunny,2026-04-02 04:38:06,34,Low
MMR-3582,Navi Mumbai,Juinagar,Garbage,95,164776,Sunny,2026-04-02 04:38:20,120,Medium
MMR-13260,Mumbai,Goregaon,Garbage,79,467612,Rainy,2026-04-02 04:38:21,58,Medium
MMR-9740,Navi Mumbai,Pushpak Nagar,Drainage,5,124952,Sunny,2026-04-02 04:39:00,6,Medium
MMR-19327,Navi Mumbai,Taloja,Drainage,11,165970,Rainy,2026-04-02 04:41:22,17,Low
MMR-20737,Navi Mumbai,Airoli,Drainage,24,242786,Rainy,2026-04-02 04:43:30,20,Low
MMR-1794,Navi Mumbai,Ghansoli,Water,11,191902,Sunny,2026-04-02 04:44:39,11,Low
MMR-18226,Navi Mumbai,Nerul,Roads,43,298947,Rainy,2026-04-02 04:45:51,66,Low
MMR-18221,Mumbai,Hiranandani,Drainage,8,158342,Cloudy,2026-04-02 04:45:58,8,Medium
MMR-11899,Navi Mumbai,Seawoods,Water,15,204979,Sunny,2026-04-02 04:46:05,85,Low
MMR-20545,Navi Mumbai,Sanpada,Drainage,4,159989,Cloudy,2026-04-02 04:49:37,117,Low
MMR-1889,Mumbai,Parel,Water,21,312591,Sunny,2026-04-02 04:52:46,196,Low
MMR-7476,Navi Mumbai,Ulwe,Water,78,145091,Cloudy,2026-04-02 04:59:04,68,Low
MMR-18518,Mumbai,Worli,Roads,14,247883,Sunny,2026-04-02 04:59:35,198,Low
MMR-4618,Mumbai,Bhayander,Garbage,23,532121,Rainy,2026-04-02 05:03:39,21,Low
MMR-14534,Navi Mumbai,Vashi,Water,21,292900,Rainy,2026-04-02 05:05:10,33,Medium
MMR-4044,Mumbai,Borivali,Drainage,43,611216,Sunny,2026-04-02 05:06:53,38,High
MMR-20659,Mumbai,CST,Roads,50,126910,Cloudy,2026-04-02 05:07:17,27,Low
MMR-12232,Navi Mumbai,Kalamboli,Drainage,16,208724,Sunny,2026-04-02 05:10:53,19,High
MMR-12292,Mumbai,CST,Roads,8,130240,Cloudy,2026-04-02 05:12:21,90,Low
MMR-20847,Mumbai,Powai,Garbage,32,289884,Rainy,2026-04-02 05:14:32,50,Medium
MMR-19289,Navi Mumbai,Sanpada,Garbage,50,165380,Cloudy,2026-04-02 05:18:05,67,Medium
MMR-9377,Navi Mumbai,Kalamboli,Garbage,15,202023,Cloudy,2026-04-02 05:18:50,23,Medium
MMR-7841,Mumbai,Hiranandani,Roads,41,167167,Sunny,2026-04-02 05:22:59,6,Medium
MMR-15261,Mumbai,Worli,Water,16,238137,Sunny,2026-04-02 05:29:54,19,High
MMR-10730,Navi Mumbai,Kamothe,Roads,86,227077,Sunny,2026-04-02 05:29:55,189,High
MMR-17237,Navi Mumbai,Turbhe,Water,58,172844,Sunny,2026-04-02 05:32:26,176,High
MMR-18526,Navi Mumbai,Panvel,Drainage,88,431854,Cloudy,2026-04-02 05:35:20,131,Low
MMR-5627,Mumbai,Mulund,Water,34,373475,Sunny,2026-04-02 05:36:54,94,Low
MMR-7706,Navi Mumbai,New Panvel,Water,14,239856,Cloudy,2026-04-02 05:37:44,20,Low
MMR-15918,Mumbai,Malad,Garbage,47,590856,Sunny,2026-04-02 05:38:08,80,Medium
MMR-7654,Navi Mumbai,Juinagar,Roads,9,145711,Sunny,2026-04-02 05:39:19,28,Medium
MMR-9710,Mumbai,Fort,Drainage,13,153156,Cloudy,2026-04-02 05:45:35,17,Low
MMR-18169,Mumbai,Vikhroli,Water,62,331019,Cloudy,2026-04-02 05:49:30,48,Medium
MMR-2567,Mumbai,Matunga,Water,22,268104,Cloudy,2026-04-02 05:50:43,117,Low
MMR-16142,Mumbai,Thane,Water,93,684855,Sunny,2026-04-02 05:52:02,100,High
MMR-19896,Mumbai,Kurla,Drainage,26,456228,Rainy,2026-04-02 05:55:46,200,Medium
MMR-1432,Navi Mumbai,Seawoods,Drainage,66,182632,Cloudy,2026-04-02 05:58:27,87,Low
MMR-14988,Navi Mumbai,Turbhe,Water,25,190847,Sunny,2026-04-02 06:00:55,34,Low
MMR-16958,Mumbai,Borivali,Drainage,64,607792,Rainy,2026-04-02 06:02:31,87,Medium
MMR-1129,Navi Mumbai,Seawoods,Roads,82,184600,Sunny,2026-04-02 06:03:33,146,Low
MMR-20349,Navi Mumbai,Juinagar,Roads,17,163865,Sunny,2026-04-02 06:04:11,192,Low
MMR-18958,Navi Mumbai,Kalamboli,Roads,15,204496,Sunny,2026-04-02 06:04:17,44,High
MMR-4224,Navi Mumbai,Turbhe,Garbage,13,185682,Rainy,2026-04-02 06:06:22,170,Low
MMR-18433,Mumbai,CST,Roads,10,129713,Sunny,2026-04-02 06:06:40,10,High
MMR-9569,Navi Mumbai,Sanpada,Roads,91,164102,Rainy,2026-04-02 06:10:40,56,Medium
MMR-13927,Mumbai,Matunga,Garbage,58,243283,Cloudy,2026-04-02 06:11:55,54,High
MMR-3543,Mumbai,Juhu,Water,25,214311,Rainy,2026-04-02 06:19:09,88,Low
MMR-14034,Navi Mumbai,Panvel,Garbage,80,442409,Sunny,2026-04-02 06:22:40,74,High
MMR-15835,Mumbai,Dharavi,Roads,21,718468,Cloudy,2026-04-02 06:23:06,22,Medium
MMR-11124,Mumbai,Santacruz,Water,9,283617,Sunny,2026-04-02 06:23:43,11,Low
MMR-2695,Mumbai,Churchgate,Drainage,21,118384,Rainy,2026-04-02 06:26:42,36,Medium
MMR-19420,Mumbai,Matunga,Garbage,13,250910,Sunny,2026-04-02 06:27:27,11,Low
MMR-10623,Mumbai,Ghatkopar,Water,27,438583,Rainy,2026-04-02 06:30:23,53,Medium
MMR-10690,Navi Mumbai,Kharghar,Drainage,21,336684,Rainy,2026-04-02 06:31:59,21,Low
MMR-11020,Navi Mumbai,Pushpak Nagar,Garbage,8,128937,Sunny,2026-04-02 06:35:29,55,Medium
MMR-6837,Mumbai,Lower Parel,Garbage,16,194844,Rainy,2026-04-02 06:37:01,17,Medium
MMR-19086,Mumbai,Wadala,Roads,16,299813,Cloudy,2026-04-02 06:37:17,25,Low
MMR-12678,Mumbai,Kurla,Garbage,33,396398,Sunny,2026-04-02 06:38:44,155,Medium
MMR-10741,Navi Mumbai,Vashi,Water,16,315198,Cloudy,2026-04-02 06:40:01,36,Medium
MMR-8746,Mumbai,Wadala,Water,39,294332,Sunny,2026-04-02 06:42:15,88,Low
MMR-9225,Mumbai,CST,Garbage,3,126286,Sunny,2026-04-02 06:42:38,3,Low
MMR-7118,Mumbai,Andheri,Water,39,877844,Rainy,2026-04-02 06:44:17,200,Medium
MMR-19340,Mumbai,Hiranandani,Roads,13,172790,Rainy,2026-04-02 06:47:51,9,Low
MMR-3533,Mumbai,Hiranandani,Drainage,48,169256,Cloudy,2026-04-02 06:48:22,168,High
MMR-20583,Navi Mumbai,Vashi,Roads,46,305246,Sunny,2026-04-02 06:49:04,189,Medium
MMR-2465,Mumbai,Ghatkopar,Garbage,69,453591,Sunny,2026-04-02 06:49:54,78,High
MMR-4239,Mumbai,Dadar,Water,45,507987,Sunny,2026-04-02 06:52:11,164,Low
MMR-8801,Mumbai,Kandivali,Water,90,639561,Sunny,2026-04-02 06:53:19,146,High
MMR-16575,Navi Mumbai,Panvel,Drainage,44,399237,Cloudy,2026-04-02 06:54:45,172,High
MMR-15116,Mumbai,Juhu,Garbage,22,203763,Sunny,2026-04-02 06:55:21,30,Low
MMR-8941,Mumbai,Churchgate,Roads,89,129136,Sunny,2026-04-02 06:55:54,106,Medium
MMR-18530,Navi Mumbai,Kalamboli,Garbage,12,213892,Rainy,2026-04-02 07:02:41,17,Medium
MMR-7381,Mumbai,Matunga,Water,17,273520,Rainy,2026-04-02 07:02:57,197,Medium
MMR-8330,Navi Mumbai,Turbhe,Roads,69,182797,Sunny,2026-04-02 07:03:06,97,Medium
MMR-8381,Navi Mumbai,Airoli,Water,83,228133,Sunny,2026-04-02 07:03:15,166,Medium
MMR-5556,Mumbai,Vile Parle,Water,36,304690,Cloudy,2026-04-02 07:11:47,194,High
MMR-16274,Mumbai,Matunga,Drainage,45,269935,Rainy,2026-04-02 07:17:21,54,High
MMR-12057,Mumbai,Malad,Drainage,90,509347,Sunny,2026-04-02 07:18:40,114,High
MMR-8772,Navi Mumbai,Kharghar,Roads,25,339857,Rainy,2026-04-02 07:23:31,33,High
MMR-9354,Navi Mumbai,Kharghar,Roads,14,312052,Sunny,2026-04-02 07:25:04,11,Low
MMR-15731,Navi Mumbai,Taloja,Roads,11,166183,Cloudy,2026-04-02 07:29:56,11,Medium
MMR-17403,Navi Mumbai,Kopar Khairane,Roads,16,218420,Sunny,2026-04-02 07:34:04,14,High
MMR-13106,Mumbai,Wadala,Garbage,46,279314,Rainy,2026-04-02 07:34:22,79,High
MMR-13467,Mumbai,Ghatkopar,Drainage,77,467892,Cloudy,2026-04-02 07:37:12,126,Low
MMR-12684,Navi Mumbai,Seawoods,Water,5,191740,Sunny,2026-04-02 07:39:53,47,Low
MMR-13534,Mumbai,CST,Roads,74,139291,Sunny,2026-04-02 07:40:22,45,High
MMR-12787,Mumbai,Bandra,Water,27,308038,Rainy,2026-04-02 07:40:55,43,Low
MMR-7195,Mumbai,Powai,Roads,15,292106,Sunny,2026-04-02 07:53:14,8,Medium
MMR-9600,Navi Mumbai,Nerul,Garbage,18,301368,Cloudy,2026-04-02 07:53:23,112,Low
MMR-15747,Navi Mumbai,Kopar Khairane,Roads,27,208598,Sunny,2026-04-02 08:02:02,146,Low
MMR-9690,Navi Mumbai,Airoli,Garbage,8,245023,Cloudy,2026-04-02 08:02:42,6,Low
MMR-11048,Navi Mumbai,Ghansoli,Roads,43,202151,Sunny,2026-04-02 08:03:48,26,High
MMR-20666,Navi Mumbai,Kopar Khairane,Roads,84,231571,Rainy,2026-04-02 08:04:00,1,High
MMR-12620,Mumbai,Mulund,Drainage,23,396890,Rainy,2026-04-02 08:04:04,35,Low
MMR-2404,Mumbai,Sion,Water,29,351662,Sunny,2026-04-02 08:08:13,36,Low
MMR-17333,Navi Mumbai,Sanpada,Water,8,167026,Cloudy,2026-04-02 08:08:56,5,High
MMR-4086,Mumbai,Kandivali,Water,6,604742,Sunny,2026-04-02 08:10:02,199,Low
MMR-19481,Mumbai,Kurla,Garbage,81,417616,Sunny,2026-04-02 08:15:00,58,Low
MMR-2929,Mumbai,Jogeshwari,Garbage,21,442636,Rainy,2026-04-02 08:18:05,57,Low
MMR-18386,Mumbai,Goregaon,Garbage,37,451464,Sunny,2026-04-02 08:20:05,87,High
MMR-11511,Navi Mumbai,Seawoods,Water,8,184316,Sunny,2026-04-02 08:21:10,13,High
MMR-11498,Navi Mumbai,Kamothe,Water,7,217897,Rainy,2026-04-02 08:33:43,55,Low
MMR-16924,Navi Mumbai,Airoli,Water,6,217032,Cloudy,2026-04-02 08:36:50,182,Low
MMR-16661,Mumbai,Fort,Drainage,29,151009,Rainy,2026-04-02 08:40:24,99,High
MMR-2264,Mumbai,Dadar,Roads,63,470471,Sunny,2026-04-02 08:44:59,96,High
MMR-13373,Mumbai,Hiranandani,Garbage,75,161604,Cloudy,2026-04-02 08:47:00,170,High
MMR-13719,Mumbai,Ghatkopar,Drainage,27,469456,Cloudy,2026-04-02 08:51:59,33,High
MMR-5415,Navi Mumbai,Vashi,Roads,30,307641,Sunny,2026-04-02 08:52:34,78,Medium
MMR-19819,Mumbai,Parel,Roads,4,302582,Cloudy,2026-04-02 08:54:28,3,Low
MMR-8526,Navi Mumbai,Belapur,Water,6,276164,Sunny,2026-04-02 08:55:55,91,Medium
MMR-4902,Mumbai,Dharavi,Drainage,52,732363,Sunny,2026-04-02 08:57:15,32,Medium
MMR-11572,Navi Mumbai,Roadpali,Garbage,3,120860,Sunny,2026-04-02 09:07:03,2,High
MMR-10460,Mumbai,Goregaon,Water,56,477237,Sunny,2026-04-02 09:11:15,38,Low
MMR-8944,Mumbai,Vikhroli,Water,34,294250,Sunny,2026-04-02 09:12:33,45,High
MMR-6422,Mumbai,Dharavi,Garbage,65,741826,Sunny,2026-04-02 09:17:52,77,Medium
MMR-8806,Navi Mumbai,Turbhe,Garbage,93,189533,Sunny,2026-04-02 09:18:55,76,Medium
MMR-20993,Mumbai,Lower Parel,Garbage,9,207859,Sunny,2026-04-02 09:19:10,177,Low
MMR-19297,Mumbai,Mulund,Drainage,74,388724,Rainy,2026-04-02 09:20:23,154,High
MMR-8151,Mumbai,Matunga,Roads,13,275982,Sunny,2026-04-02 09:22:32,37,High
MMR-19994,Navi Mumbai,Airoli,Water,11,220350,Rainy,2026-04-02 09:27:36,17,High
MMR-7875,Navi Mumbai,New Panvel,Water,12,241886,Cloudy,2026-04-02 09:27:40,7,Low
MMR-6931,Navi Mumbai,Taloja,Water,7,165556,Sunny,2026-04-02 09:30:41,3,Low
MMR-12020,Navi Mumbai,Ghansoli,Water,51,200060,Cloudy,2026-04-02 09:35:00,63,Medium
MMR-7621,Mumbai,Lower Parel,Garbage,11,198532,Cloudy,2026-04-02 09:36:34,11,High
MMR-7011,Mumbai,Vikhroli,Roads,82,321038,Cloudy,2026-04-02 09:46:35,160,High
MMR-16516,Mumbai,Goregaon,Roads,20,466729,Rainy,2026-04-02 09:48:12,28,Medium
MMR-8715,Navi Mumbai,Kopar Khairane,Drainage,12,213906,Sunny,2026-04-02 09:50:49,17,Medium
MMR-20579,Mumbai,Vikhroli,Roads,97,290605,Sunny,2026-04-02 09:53:41,94,High
MMR-19661,Mumbai,Ghatkopar,Drainage,83,494730,Sunny,2026-04-02 09:56:30,48,Low
MMR-15490,Navi Mumbai,Dronagiri,Roads,73,117936,Cloudy,2026-04-02 09:58:40,119,High
MMR-1331,Mumbai,Sion,Water,24,316722,Rainy,2026-04-02 09:58:42,14,Medium
MMR-8449,Navi Mumbai,Ulwe,Drainage,11,148142,Cloudy,2026-04-02 09:59:46,9,Low
MMR-3802,Navi Mumbai,Juinagar,Water,5,148205,Cloudy,2026-04-02 10:03:10,6,Low
MMR-12312,Mumbai,Fort,Roads,26,154637,Sunny,2026-04-02 10:09:06,24,High
MMR-13708,Mumbai,Kurla,Drainage,41,397122,Cloudy,2026-04-02 10:12:57,55,High
MMR-15346,Mumbai,Vikhroli,Roads,67,292102,Rainy,2026-04-02 10:13:28,97,High
MMR-12178,Navi Mumbai,Airoli,Water,7,239277,Rainy,2026-04-02 10:15:34,8,Medium
MMR-6885,Mumbai,Kurla,Garbage,53,429808,Cloudy,2026-04-02 10:16:01,36,High
MMR-15757,Mumbai,Vile Parle,Drainage,13,317487,Sunny,2026-04-02 10:16:06,194,Medium
MMR-5476,Navi Mumbai,Roadpali,Drainage,19,125910,Sunny,2026-04-02 10:20:46,194,Medium
MMR-2360,Mumbai,Parel,Roads,11,297156,Sunny,2026-04-02 10:20:49,156,Low
MMR-11069,Navi Mumbai,Kamothe,Drainage,36,238109,Sunny,2026-04-02 10:29:36,18,High
MMR-6767,Mumbai,Powai,Water,95,332110,Rainy,2026-04-02 10:30:49,90,High
MMR-1491,Navi Mumbai,Dronagiri,Roads,7,112928,Sunny,2026-04-02 10:30:57,5,Medium
MMR-6544,Navi Mumbai,Airoli,Drainage,12,216257,Sunny,2026-04-02 10:30:58,12,Low
MMR-1022,Navi Mumbai,Kharghar,Water,10,342000,Sunny,2026-04-02 10:34:47,7,Low
MMR-18348,Navi Mumbai,New Panvel,Water,3,234027,Sunny,2026-04-02 10:37:43,1,High
MMR-16150,Mumbai,Chembur,Roads,42,387370,Cloudy,2026-04-02 10:38:43,31,High
MMR-4409,Mumbai,Thane,Water,12,667750,Sunny,2026-04-02 10:40:39,13,Low
MMR-3830,Mumbai,Bandra,Water,99,317841,Rainy,2026-04-02 10:43:37,189,Medium
MMR-16607,Mumbai,Thane,Water,70,699076,Cloudy,2026-04-02 10:51:11,85,Medium
MMR-20501,Navi Mumbai,Nerul,Water,93,278707,Cloudy,2026-04-02 10:52:53,72,High
MMR-3230,Mumbai,Lower Parel,Drainage,87,200150,Cloudy,2026-04-02 10:53:04,106,Low
MMR-8207,Mumbai,CST,Garbage,57,132982,Sunny,2026-04-02 10:56:25,31,Low
MMR-2129,Navi Mumbai,Taloja,Roads,9,184294,Sunny,2026-04-02 11:01:50,10,Medium
MMR-7731,Navi Mumbai,Seawoods,Garbage,14,187935,Sunny,2026-04-02 11:06:20,12,Low
MMR-20846,Mumbai,Kurla,Roads,43,404170,Rainy,2026-04-02 11:06:57,23,High
MMR-11789,Mumbai,Matunga,Water,34,240883,Rainy,2026-04-02 11:12:39,34,High
MMR-12917,Navi Mumbai,Seawoods,Garbage,18,184387,Cloudy,2026-04-02 11:19:26,27,High
MMR-13536,Navi Mumbai,Roadpali,Drainage,8,120423,Cloudy,2026-04-02 11:21:33,48,Medium
MMR-12127,Mumbai,Matunga,Roads,18,247487,Sunny,2026-04-02 11:29:37,27,High
MMR-13689,Navi Mumbai,Ghansoli,Water,10,194719,Cloudy,2026-04-02 11:30:04,84,Low
MMR-15372,Navi Mumbai,Panvel,Roads,65,391466,Rainy,2026-04-02 11:30:50,81,High
MMR-18732,Navi Mumbai,Pushpak Nagar,Roads,10,124257,Rainy,2026-04-02 11:33:33,5,Low
MMR-8943,Navi Mumbai,Turbhe,Roads,8,167591,Cloudy,2026-04-02 11:35:08,89,Medium
MMR-1478,Mumbai,Santacruz,Drainage,28,273771,Rainy,2026-04-02 11:36:02,127,High
MMR-2888,Mumbai,Bandra,Drainage,35,306131,Sunny,2026-04-02 11:36:19,53,Medium
MMR-16016,Navi Mumbai,Turbhe,Water,1,168237,Cloudy,2026-04-02 11:41:34,88,High
MMR-12659,Mumbai,Lower Parel,Water,4,198328,Sunny,2026-04-02 11:45:18,2,Low
