Complaint_ID,Area,Complaint_Type,Complaint_Count,Population,Weather,Timestamp,Previous_Complaints,Severity
MUM-5318,Goregaon,Drainage,63,478113,Sunny,2026-03-28 18:40:29,56,Medium
MUM-2084,Bhayander,Drainage,93,532198,Rainy,2026-03-28 18:43:35,51,High
MUM-3915,Vikhroli,Garbage,29,302234,Sunny,2026-03-28 18:44:03,17,Low
MUM-6105,Santacruz,Drainage,30,299511,Cloudy,2026-03-28 18:55:35,34,Medium
MUM-8879,Wadala,Water,28,273608,Sunny,2026-03-28 18:56:32,44,Low
MUM-8029,CST,Garbage,7,126442,Sunny,2026-03-28 19:01:50,5,Low
MUM-4481,Andheri,Roads,100,853871,Cloudy,2026-03-28 19:11:07,84,High
MUM-2758,Dharavi,Garbage,66,683198,Cloudy,2026-03-28 19:13:36,64,High
MUM-2267,Borivali,Water,44,612853,Cloudy,2026-03-28 19:18:28,62,High
MUM-2654,Kurla,Water,73,423672,Sunny,2026-03-28 19:23:12,74,Medium
MUM-1719,Mulund,Garbage,8,369498,Sunny,2026-03-28 19:24:54,12,Medium
MUM-6192,CST,Garbage,17,126897,Cloudy,2026-03-28 19:24:59,8,Medium
MUM-8312,Andheri,Roads,100,859725,Sunny,2026-03-28 19:26:22,154,High
MUM-5527,Matunga,Garbage,18,253409,Sunny,2026-03-28 19:39:38,10,Medium
MUM-8429,Wadala,Drainage,9,287391,Cloudy,2026-03-28 19:40:05,11,Low
MUM-6557,Wadala,Drainage,33,275753,Sunny,2026-03-28 19:42:45,52,Medium
MUM-5980,Mulund,Water,40,366248,Cloudy,2026-03-28 19:53:37,67,Low
MUM-6909,Churchgate,Drainage,16,123205,Rainy,2026-03-28 19:55:37,17,Low
MUM-9279,Kurla,Garbage,99,431713,Rainy,2026-03-28 20:04:26,170,High
MUM-2070,Parel,Roads,26,293537,Rainy,2026-03-28 20:06:03,33,Medium
MUM-1855,Juhu,Roads,12,197677,Rainy,2026-03-28 20:14:56,55,Low
MUM-9976,Santacruz,Water,32,296098,Sunny,2026-03-28 20:16:46,27,Medium
MUM-1666,Kurla,Water,28,426268,Sunny,2026-03-28 20:20:03,18,Low
MUM-3348,Borivali,Water,39,617643,Sunny,2026-03-28 20:20:31,28,High
MUM-2982,Churchgate,Water,13,118370,Rainy,2026-03-28 20:31:28,15,Medium
MUM-3715,Versova,Drainage,36,176160,Rainy,2026-03-28 20:31:38,43,High
MUM-7537,Borivali,Garbage,86,588717,Rainy,2026-03-28 20:42:22,89,Low
MUM-1416,Hiranandani,Water,12,158006,Cloudy,2026-03-28 20:44:16,10,Medium
MUM-5652,Matunga,Drainage,37,264422,Rainy,2026-03-28 20:51:29,25,Low
MUM-4910,Wadala,Garbage,34,278376,Rainy,2026-03-28 20:54:05,30,Low
MUM-3538,Borivali,Drainage,13,588191,Cloudy,2026-03-28 20:57:05,16,Medium
MUM-6136,Chembur,Water,25,381087,Rainy,2026-03-28 20:57:32,23,Low
MUM-7920,Matunga,Drainage,24,262221,Sunny,2026-03-28 20:59:22,36,Low
MUM-2347,Jogeshwari,Water,53,413105,Sunny,2026-03-28 21:05:59,86,Medium
MUM-3042,Borivali,Water,23,582923,Rainy,2026-03-28 21:23:26,26,Medium
MUM-10760,Andheri,Water,50,831485,Rainy,2026-03-28 21:23:45,34,Low
MUM-7759,Churchgate,Drainage,4,117239,Cloudy,2026-03-28 21:27:54,5,Low
MUM-1301,Dadar,Drainage,28,501200,Sunny,2026-03-28 21:31:02,43,Low
MUM-7991,Hiranandani,Garbage,27,155356,Rainy,2026-03-28 21:32:17,19,Low
MUM-10995,Malad,Drainage,94,549071,Rainy,2026-03-28 21:32:42,130,High
MUM-4459,Versova,Drainage,6,171524,Sunny,2026-03-28 21:34:25,3,Low
MUM-4318,Versova,Roads,11,175670,Sunny,2026-03-28 21:36:03,139,Low
MUM-1125,Fort,Drainage,5,147714,Cloudy,2026-03-28 21:36:59,3,Low
MUM-10716,Jogeshwari,Water,46,405008,Cloudy,2026-03-28 21:37:37,25,Medium
MUM-4915,Wadala,Water,24,288281,Sunny,2026-03-28 21:39:40,15,Medium
MUM-2396,Kurla,Drainage,20,421293,Rainy,2026-03-28 21:39:42,11,High
MUM-4747,Goregaon,Garbage,18,471854,Sunny,2026-03-28 21:40:01,16,High
MUM-6291,Jogeshwari,Garbage,64,418407,Sunny,2026-03-28 21:47:25,142,Medium
MUM-5900,Bandra,Water,54,317537,Sunny,2026-03-28 21:49:33,45,Medium
MUM-6207,Vile Parle,Drainage,43,336576,Sunny,2026-03-28 21:57:36,171,Medium
MUM-6147,Lower Parel,Roads,16,207968,Sunny,2026-03-28 21:58:12,67,Medium
MUM-5234,Versova,Water,81,172151,Rainy,2026-03-28 21:58:13,126,Medium
MUM-2900,Colaba,Drainage,20,185167,Sunny,2026-03-28 21:59:17,110,Low
MUM-2547,Worli,Drainage,21,225502,Rainy,2026-03-28 22:00:15,18,Low
MUM-7143,Parel,Drainage,10,290787,Sunny,2026-03-28 22:01:11,14,Low
MUM-5595,Dharavi,Garbage,54,718708,Cloudy,2026-03-28 22:03:04,84,High
MUM-5131,Dadar,Drainage,37,493429,Cloudy,2026-03-28 22:06:58,61,Medium
MUM-9995,Lower Parel,Garbage,17,207797,Cloudy,2026-03-28 22:09:10,13,High
MUM-2443,Jogeshwari,Garbage,12,410358,Sunny,2026-03-28 22:11:23,8,Medium
MUM-4185,Powai,Garbage,22,318421,Sunny,2026-03-28 22:12:34,36,Low
MUM-9126,Juhu,Drainage,52,200000,Sunny,2026-03-28 22:23:51,50,High
MUM-1489,Dharavi,Garbage,96,681282,Sunny,2026-03-28 22:27:02,88,High
MUM-6436,Wadala,Roads,47,275534,Rainy,2026-03-28 22:36:13,46,High
MUM-4477,Ghatkopar,Garbage,46,449738,Sunny,2026-03-28 22:37:06,51,Medium
MUM-2522,Powai,Garbage,21,318661,Rainy,2026-03-28 22:42:25,36,Low
MUM-3335,Lower Parel,Garbage,14,212302,Sunny,2026-03-28 22:58:32,24,Low
MUM-6216,Kandivali,Drainage,15,627669,Cloudy,2026-03-28 22:58:40,15,Low
MUM-5293,Goregaon,Roads,29,491675,Rainy,2026-03-28 22:59:54,26,Medium
MUM-4257,Andheri,Water,92,836342,Sunny,2026-03-28 23:01:02,106,High
MUM-9495,Lower Parel,Drainage,60,205060,Cloudy,2026-03-28 23:01:48,62,Medium
MUM-6404,Fort,Water,46,150033,Cloudy,2026-03-28 23:04:19,70,Low
MUM-2031,Wadala,Roads,14,288004,Sunny,2026-03-28 23:05:14,13,Low
MUM-10541,Matunga,Water,76,255504,Cloudy,2026-03-28 23:17:44,120,High
MUM-9531,Powai,Roads,44,309426,Cloudy,2026-03-28 23:20:52,66,Medium
MUM-5839,Vikhroli,Water,3,303481,Cloudy,2026-03-28 23:26:55,3,Medium
MUM-4530,Malad,Drainage,40,564129,Cloudy,2026-03-28 23:27:32,52,High
MUM-1912,Goregaon,Garbage,10,468119,Sunny,2026-03-28 23:34:02,12,Low
MUM-8793,Borivali,Drainage,60,610129,Sunny,2026-03-28 23:39:32,88,High
MUM-10336,Jogeshwari,Water,19,400345,Sunny,2026-03-29 00:02:01,16,Low
MUM-8179,Bhayander,Drainage,28,507367,Cloudy,2026-03-29 00:12:00,34,Low
MUM-1897,Santacruz,Garbage,82,299505,Cloudy,2026-03-29 00:13:02,9,High
MUM-8390,Borivali,Garbage,57,588069,Sunny,2026-03-29 00:14:18,90,Medium
MUM-6780,Colaba,Drainage,29,182161,Rainy,2026-03-29 00:20:42,47,Low
MUM-2333,Dadar,Water,40,488931,Cloudy,2026-03-29 00:28:41,55,High
MUM-9916,Ghatkopar,Drainage,24,473584,Sunny,2026-03-29 00:33:58,25,Low
MUM-4064,Vile Parle,Roads,43,339025,Rainy,2026-03-29 00:36:03,31,High
MUM-6307,Hiranandani,Water,17,156471,Sunny,2026-03-29 00:36:58,19,High
MUM-8941,Parel,Drainage,15,295258,Cloudy,2026-03-29 00:40:45,8,Low
MUM-1272,Chembur,Water,17,401165,Rainy,2026-03-29 00:52:29,30,Low
MUM-3356,Churchgate,Garbage,16,117746,Cloudy,2026-03-29 00:53:59,8,Medium
MUM-7257,Bhayander,Roads,22,532804,Cloudy,2026-03-29 00:55:32,27,Low
MUM-1131,Kandivali,Water,19,612138,Sunny,2026-03-29 01:00:10,12,Medium
MUM-5854,Santacruz,Roads,14,300736,Sunny,2026-03-29 01:02:42,24,Low
MUM-5631,Andheri,Drainage,88,861902,Sunny,2026-03-29 01:03:12,134,Medium
MUM-8583,Borivali,Roads,45,616580,Rainy,2026-03-29 01:05:55,27,Low
MUM-4645,Jogeshwari,Water,37,419763,Sunny,2026-03-29 01:16:30,53,High
MUM-9573,Kandivali,Garbage,51,634106,Sunny,2026-03-29 01:20:17,60,Medium
MUM-9859,Colaba,Drainage,19,177976,Cloudy,2026-03-29 01:25:39,20,Medium
MUM-9403,Vikhroli,Drainage,15,306140,Cloudy,2026-03-29 01:26:54,9,Medium
MUM-8865,Dadar,Drainage,13,486728,Sunny,2026-03-29 01:32:10,21,Medium
MUM-1471,Sion,Roads,39,341499,Rainy,2026-03-29 01:36:15,58,Medium
MUM-4089,Bandra,Roads,29,321573,Rainy,2026-03-29 01:37:06,16,High
MUM-2672,Kandivali,Garbage,42,601875,Cloudy,2026-03-29 01:37:21,68,Medium
MUM-2604,Kandivali,Garbage,52,607106,Sunny,2026-03-29 01:38:43,44,High
MUM-8759,Bhayander,Garbage,37,513000,Sunny,2026-03-29 01:43:41,23,Medium
MUM-1251,Bandra,Water,13,311171,Sunny,2026-03-29 01:46:54,23,Medium
MUM-5266,Dadar,Water,14,491335,Sunny,2026-03-29 02:05:45,15,Low
MUM-6386,Hiranandani,Garbage,18,159167,Rainy,2026-03-29 02:10:04,31,Medium
MUM-3879,Juhu,Roads,17,205043,Rainy,2026-03-29 02:10:21,29,Medium
MUM-1965,Bandra,Drainage,22,328952,Sunny,2026-03-29 02:12:58,13,Medium
MUM-5736,Matunga,Drainage,34,266683,Rainy,2026-03-29 02:16:03,49,Medium
MUM-3163,Fort,Water,5,146701,Sunny,2026-03-29 02:25:15,6,Low
MUM-8769,Worli,Water,26,231339,Rainy,2026-03-29 02:27:07,30,Medium
MUM-5727,Thane,Drainage,60,689114,Cloudy,2026-03-29 02:33:09,101,Medium
MUM-9954,CST,Water,51,126490,Cloudy,2026-03-29 02:36:38,32,Low
MUM-9611,Lower Parel,Garbage,19,211085,Rainy,2026-03-29 02:40:19,32,Low
MUM-5807,Matunga,Water,29,262115,Rainy,2026-03-29 02:41:58,33,Low
MUM-2345,Worli,Water,14,227579,Cloudy,2026-03-29 02:42:02,8,Low
MUM-6600,Fort,Drainage,15,151083,Cloudy,2026-03-29 02:43:04,13,Medium
MUM-1356,Ghatkopar,Garbage,41,456009,Rainy,2026-03-29 02:43:50,53,Medium
MUM-5326,Santacruz,Roads,20,300567,Cloudy,2026-03-29 02:44:49,11,Low
MUM-10833,Vikhroli,Garbage,23,303989,Cloudy,2026-03-29 02:44:54,21,Medium
MUM-10101,Borivali,Drainage,37,599749,Sunny,2026-03-29 03:01:47,33,High
MUM-2868,Vikhroli,Drainage,22,303835,Sunny,2026-03-29 03:08:45,35,Low
MUM-6515,Santacruz,Drainage,36,287540,Rainy,2026-03-29 03:09:31,52,High
MUM-5319,CST,Drainage,18,126619,Sunny,2026-03-29 03:15:53,146,Medium
MUM-5985,Lower Parel,Roads,23,215018,Sunny,2026-03-29 03:32:27,30,Low
MUM-2304,Andheri,Garbage,57,867925,Sunny,2026-03-29 03:42:39,45,High
MUM-10024,Fort,Garbage,85,151465,Cloudy,2026-03-29 03:55:23,79,Medium
MUM-10895,Mulund,Roads,30,368550,Cloudy,2026-03-29 03:59:10,27,Low
MUM-3823,Sion,Drainage,38,350005,Sunny,2026-03-29 04:00:24,31,Medium
MUM-10827,Fort,Roads,15,145506,Sunny,2026-03-29 04:03:28,18,Low
MUM-1435,Versova,Roads,12,174933,Rainy,2026-03-29 04:07:03,13,Medium
MUM-10240,Bandra,Drainage,50,320379,Rainy,2026-03-29 04:15:38,30,High
MUM-5904,Colaba,Water,12,177285,Rainy,2026-03-29 04:15:45,84,Low
MUM-4890,Kandivali,Garbage,67,633683,Sunny,2026-03-29 04:22:00,118,Medium
MUM-3185,Powai,Garbage,46,317338,Rainy,2026-03-29 04:30:27,29,Medium
MUM-4771,Ghatkopar,Water,26,464773,Rainy,2026-03-29 04:38:44,23,Low
MUM-9091,Powai,Drainage,34,312124,Sunny,2026-03-29 04:47:09,40,Low
MUM-6475,Santacruz,Water,15,292271,Cloudy,2026-03-29 04:50:33,24,Medium
MUM-6585,Andheri,Roads,100,865306,Sunny,2026-03-29 04:59:36,99,High
MUM-8000,Colaba,Drainage,19,177097,Sunny,2026-03-29 05:06:40,15,High
MUM-9379,Chembur,Water,72,386447,Sunny,2026-03-29 05:09:38,169,High
MUM-10648,Colaba,Roads,17,179686,Cloudy,2026-03-29 05:12:52,18,Medium
MUM-3568,Worli,Water,79,229765,Sunny,2026-03-29 05:15:43,41,Low
MUM-10373,Bhayander,Garbage,36,511377,Sunny,2026-03-29 05:16:17,35,Low
MUM-4682,Kurla,Roads,13,426166,Sunny,2026-03-29 05:16:55,19,Low
MUM-4994,Dadar,Roads,23,495814,Sunny,2026-03-29 05:19:15,39,Low
MUM-4010,Bandra,Roads,5,320221,Cloudy,2026-03-29 05:27:45,2,High
MUM-2387,CST,Drainage,35,131611,Rainy,2026-03-29 05:29:34,38,High
MUM-7268,Kurla,Drainage,83,426431,Rainy,2026-03-29 05:34:40,31,High
MUM-1789,Jogeshwari,Water,25,414243,Cloudy,2026-03-29 05:36:14,22,Low
MUM-5766,Dharavi,Roads,62,703207,Sunny,2026-03-29 05:37:16,87,High
MUM-10434,Jogeshwari,Drainage,14,402006,Cloudy,2026-03-29 05:38:55,8,Medium
MUM-6149,Churchgate,Drainage,9,123208,Cloudy,2026-03-29 05:42:36,15,Medium
MUM-8117,Lower Parel,Water,15,210746,Cloudy,2026-03-29 05:45:01,13,High
MUM-5769,Malad,Water,29,540860,Cloudy,2026-03-29 05:48:33,74,Medium
MUM-1263,Lower Parel,Garbage,21,209398,Sunny,2026-03-29 05:53:36,11,Low
MUM-2318,Bhayander,Water,66,533566,Sunny,2026-03-29 05:56:26,49,High
MUM-2167,Chembur,Drainage,22,393341,Cloudy,2026-03-29 05:58:11,15,Medium
MUM-8305,Kurla,Water,20,433367,Cloudy,2026-03-29 05:58:14,21,Low
MUM-10658,Vile Parle,Roads,25,324157,Sunny,2026-03-29 05:58:31,28,Medium
MUM-8716,Churchgate,Roads,7,122740,Sunny,2026-03-29 05:59:21,5,Medium
MUM-5917,CST,Drainage,16,127074,Cloudy,2026-03-29 06:03:04,9,Low
MUM-6121,Malad,Garbage,64,563149,Rainy,2026-03-29 06:05:25,108,High
MUM-7555,Kandivali,Water,46,621341,Sunny,2026-03-29 06:06:52,64,Medium
MUM-8209,Mulund,Garbage,33,373229,Sunny,2026-03-29 06:07:55,31,Medium
MUM-1223,Worli,Drainage,19,223732,Cloudy,2026-03-29 06:16:55,18,Medium
MUM-8694,Parel,Roads,50,291317,Sunny,2026-03-29 06:17:51,48,Low
MUM-5218,Fort,Water,10,145552,Sunny,2026-03-29 06:19:41,17,Low
MUM-7004,Sion,Roads,29,333623,Rainy,2026-03-29 06:21:15,51,Low
MUM-10021,Lower Parel,Garbage,8,208396,Rainy,2026-03-29 06:23:22,11,Medium
MUM-10813,Goregaon,Garbage,82,493968,Rainy,2026-03-29 06:29:16,119,Medium
MUM-5577,Kurla,Roads,15,436368,Rainy,2026-03-29 06:38:25,9,Low
MUM-10842,Worli,Water,23,228763,Rainy,2026-03-29 06:44:47,31,Low
MUM-8181,Matunga,Garbage,14,255763,Sunny,2026-03-29 06:45:36,13,Low
MUM-5908,Colaba,Water,21,181264,Cloudy,2026-03-29 06:48:53,16,Low
MUM-9355,Kurla,Garbage,35,424609,Cloudy,2026-03-29 06:49:40,60,Low
MUM-5005,Malad,Garbage,37,537697,Sunny,2026-03-29 06:52:47,56,Low
MUM-6262,Ghatkopar,Roads,15,457701,Sunny,2026-03-29 07:17:46,26,Low
MUM-7936,Ghatkopar,Garbage,19,457005,Sunny,2026-03-29 07:18:09,11,Low
MUM-7803,Santacruz,Roads,24,302589,Sunny,2026-03-29 07:18:44,22,Low
MUM-2433,Andheri,Drainage,100,851114,Sunny,2026-03-29 07:20:36,104,High
MUM-10171,Powai,Water,24,305472,Cloudy,2026-03-29 07:22:39,14,Medium
MUM-7788,Vikhroli,Roads,28,307659,Cloudy,2026-03-29 07:23:05,44,Medium
MUM-1591,Thane,Water,58,720346,Cloudy,2026-03-29 07:25:54,44,Medium
MUM-1328,Kurla,Water,1,417413,Sunny,2026-03-29 07:26:04,1,Low
MUM-6979,Andheri,Roads,28,848884,Sunny,2026-03-29 07:33:18,37,Low
MUM-6809,Andheri,Water,82,850102,Sunny,2026-03-29 07:33:41,59,High
MUM-7685,Borivali,Garbage,39,611736,Cloudy,2026-03-29 07:54:29,51,Medium
MUM-8593,Dharavi,Water,91,702832,Sunny,2026-03-29 08:10:27,49,Low
MUM-6679,Dharavi,Garbage,39,695686,Sunny,2026-03-29 08:15:32,20,High
MUM-5849,Sion,Roads,30,346457,Rainy,2026-03-29 08:15:47,29,Low
MUM-7178,Versova,Drainage,28,173707,Rainy,2026-03-29 08:17:39,40,Medium
MUM-2019,Bhayander,Drainage,58,516008,Sunny,2026-03-29 08:28:54,72,Medium
MUM-4763,Churchgate,Roads,9,122517,Sunny,2026-03-29 08:33:52,14,Low
MUM-8352,Chembur,Drainage,42,399522,Sunny,2026-03-29 08:39:08,42,High
MUM-5894,Wadala,Roads,15,277551,Sunny,2026-03-29 08:42:42,23,Low
MUM-6829,Chembur,Water,34,398255,Rainy,2026-03-29 08:49:17,17,Low
MUM-5432,Hiranandani,Garbage,98,158334,Rainy,2026-03-29 08:56:17,103,Low
MUM-6643,Juhu,Drainage,17,197884,Cloudy,2026-03-29 09:01:04,14,Low
MUM-2146,Lower Parel,Drainage,8,209505,Cloudy,2026-03-29 09:02:27,7,Low
MUM-8971,Versova,Water,12,175854,Cloudy,2026-03-29 09:05:11,6,High
MUM-9627,Powai,Drainage,18,313089,Sunny,2026-03-29 09:13:57,7,Low
MUM-6736,Hiranandani,Roads,15,163179,Rainy,2026-03-29 09:23:30,20,Medium
MUM-3058,Mulund,Roads,24,359028,Sunny,2026-03-29 09:24:49,38,Low
MUM-10756,Sion,Water,18,331183,Sunny,2026-03-29 09:27:01,9,Low
MUM-6967,Matunga,Water,91,260736,Sunny,2026-03-29 09:33:36,116,High
MUM-6865,Sion,Water,35,340969,Cloudy,2026-03-29 09:41:09,43,Low
MUM-1093,Churchgate,Garbage,9,116960,Sunny,2026-03-29 09:50:25,107,Low
MUM-10397,Parel,Roads,11,291545,Cloudy,2026-03-29 09:52:56,13,Low
MUM-7111,Vile Parle,Garbage,22,339451,Sunny,2026-03-29 09:54:36,30,Low
MUM-8376,Wadala,Drainage,6,282657,Sunny,2026-03-29 09:55:13,6,High
MUM-8488,Colaba,Garbage,12,184230,Cloudy,2026-03-29 10:01:19,11,Medium
MUM-5229,Kurla,Garbage,41,424443,Sunny,2026-03-29 10:03:42,72,Medium
MUM-5776,Malad,Garbage,32,557752,Cloudy,2026-03-29 10:05:34,46,Low
MUM-7136,Hiranandani,Roads,11,158712,Sunny,2026-03-29 10:07:47,5,Medium
MUM-4554,Borivali,Drainage,31,602857,Sunny,2026-03-29 10:09:23,101,Medium
MUM-10546,Bhayander,Roads,33,516170,Cloudy,2026-03-29 10:11:24,30,High
MUM-5609,Hiranandani,Roads,12,160049,Sunny,2026-03-29 10:12:50,17,Medium
MUM-8341,Chembur,Roads,3,386122,Cloudy,2026-03-29 10:16:40,185,Low
MUM-3183,Dadar,Roads,25,498310,Cloudy,2026-03-29 10:17:49,37,Low
MUM-6208,Thane,Drainage,13,720943,Cloudy,2026-03-29 10:29:32,12,Low
MUM-5581,Colaba,Roads,15,181840,Sunny,2026-03-29 10:31:04,21,Low
MUM-7174,Hiranandani,Roads,15,159144,Sunny,2026-03-29 10:35:44,12,Low
MUM-9012,Ghatkopar,Drainage,37,461207,Sunny,2026-03-29 10:45:59,46,Medium
MUM-1574,Parel,Garbage,23,287330,Cloudy,2026-03-29 10:58:07,32,Low
MUM-9874,Vikhroli,Drainage,38,303060,Sunny,2026-03-29 11:03:55,51,Medium
MUM-6388,CST,Drainage,6,132499,Sunny,2026-03-29 11:08:14,9,Low
MUM-9433,Jogeshwari,Drainage,48,407670,Rainy,2026-03-29 11:22:15,70,High
MUM-5539,Hiranandani,Drainage,15,161092,Cloudy,2026-03-29 11:23:44,200,Low
MUM-1282,Lower Parel,Roads,20,211858,Sunny,2026-03-29 11:25:05,15,Low
MUM-8083,Chembur,Drainage,11,392718,Sunny,2026-03-29 11:26:37,6,Low
MUM-10748,Borivali,Roads,59,588649,Sunny,2026-03-29 11:28:46,32,High
MUM-10208,Goregaon,Drainage,30,480900,Sunny,2026-03-29 11:31:25,50,Low
MUM-2297,Wadala,Water,93,281311,Sunny,2026-03-29 11:32:44,93,Medium
MUM-10458,Bhayander,Water,27,505086,Sunny,2026-03-29 11:37:41,36,Medium
MUM-10019,Chembur,Water,29,391718,Rainy,2026-03-29 11:38:47,39,Medium
MUM-5594,Borivali,Water,70,614459,Sunny,2026-03-29 11:44:07,74,Medium
MUM-6677,Chembur,Water,14,395139,Rainy,2026-03-29 11:44:13,23,High
MUM-10295,Kurla,Garbage,6,429634,Sunny,2026-03-29 11:45:00,73,High
MUM-2120,Santacruz,Water,33,301715,Sunny,2026-03-29 11:47:31,26,Low
MUM-1019,Matunga,Water,27,263986,Sunny,2026-03-29 11:50:43,22,Low
MUM-9913,Powai,Roads,31,305902,Sunny,2026-03-29 11:55:43,52,Medium
MUM-1039,Ghatkopar,Garbage,24,461345,Cloudy,2026-03-29 12:00:59,17,Low
MUM-6961,Andheri,Roads,16,862798,Rainy,2026-03-29 12:03:44,24,Medium
MUM-9407,Santacruz,Water,42,301461,Sunny,2026-03-29 12:07:12,42,Medium
MUM-6370,Fort,Water,19,154187,Rainy,2026-03-29 12:11:48,11,Low
MUM-8585,Powai,Roads,26,317377,Cloudy,2026-03-29 12:16:35,15,Low
MUM-7778,Matunga,Garbage,35,255269,Rainy,2026-03-29 12:30:49,171,Medium
MUM-2231,Parel,Water,27,285227,Sunny,2026-03-29 12:31:48,47,Low
MUM-6103,Churchgate,Roads,9,122405,Cloudy,2026-03-29 12:34:11,9,Low
MUM-4561,Versova,Water,12,177940,Cloudy,2026-03-29 12:37:54,12,Medium
MUM-8243,Kurla,Drainage,37,423935,Cloudy,2026-03-29 12:38:17,57,Medium
MUM-3415,Sion,Garbage,31,344003,Rainy,2026-03-29 12:42:03,17,High
MUM-4349,Colaba,Water,9,183607,Cloudy,2026-03-29 13:01:37,15,Medium
MUM-8051,Thane,Roads,53,720604,Sunny,2026-03-29 13:03:33,41,Medium
MUM-6918,Santacruz,Roads,33,302292,Sunny,2026-03-29 13:03:56,48,Medium
MUM-4486,Borivali,Roads,45,601422,Cloudy,2026-03-29 13:14:44,54,High
MUM-6120,Powai,Drainage,79,319270,Sunny,2026-03-29 13:21:06,124,High
MUM-3847,Jogeshwari,Water,46,408010,Rainy,2026-03-29 13:27:23,75,Low
MUM-3471,Kurla,Drainage,31,419843,Rainy,2026-03-29 13:28:10,22,High
MUM-9857,Vikhroli,Water,12,306676,Rainy,2026-03-29 13:36:56,9,Low
MUM-9931,Juhu,Water,8,194503,Sunny,2026-03-29 13:40:20,10,Low
MUM-8151,Goregaon,Garbage,39,481229,Sunny,2026-03-29 13:41:33,44,Medium
MUM-10449,Juhu,Drainage,5,198689,Sunny,2026-03-29 13:46:35,3,Medium
MUM-4240,Santacruz,Garbage,35,300141,Sunny,2026-03-29 13:49:59,41,Low
MUM-4598,Bhayander,Roads,46,524867,Rainy,2026-03-29 13:53:35,82,Low
MUM-9307,Worli,Drainage,18,234729,Sunny,2026-03-29 13:56:14,21,Low
MUM-10784,Versova,Roads,15,176098,Sunny,2026-03-29 13:57:34,23,Low
MUM-4859,Juhu,Garbage,24,196408,Sunny,2026-03-29 13:58:26,30,Medium
MUM-4139,Wadala,Roads,25,282144,Sunny,2026-03-29 14:08:48,19,Low
MUM-8631,Sion,Water,32,330963,Rainy,2026-03-29 14:25:07,53,High
MUM-5213,Dadar,Drainage,61,505235,Sunny,2026-03-29 14:29:30,103,High
MUM-4450,Versova,Roads,13,171433,Sunny,2026-03-29 14:34:14,23,Medium
MUM-8858,Fort,Roads,7,153492,Sunny,2026-03-29 14:40:01,5,Medium
MUM-3566,Bhayander,Roads,19,517599,Sunny,2026-03-29 14:47:20,26,Low
MUM-9487,Vikhroli,Water,26,318769,Cloudy,2026-03-29 14:48:33,18,High
MUM-1316,Bhayander,Garbage,70,520080,Rainy,2026-03-29 14:59:01,33,Medium
MUM-6824,Dharavi,Water,33,710141,Rainy,2026-03-29 15:02:45,195,Medium
MUM-1203,Ghatkopar,Garbage,37,464130,Rainy,2026-03-29 15:06:34,29,High
MUM-9920,Kandivali,Drainage,54,607187,Cloudy,2026-03-29 15:18:05,28,Medium
MUM-10608,Colaba,Roads,12,183154,Cloudy,2026-03-29 15:18:55,7,Low
MUM-10692,Borivali,Garbage,70,608801,Sunny,2026-03-29 15:20:33,114,Medium
MUM-8253,Colaba,Drainage,24,181671,Cloudy,2026-03-29 15:25:26,22,Medium
MUM-7389,Parel,Roads,31,293523,Cloudy,2026-03-29 15:44:33,23,Low
MUM-3162,Matunga,Water,2,255909,Sunny,2026-03-29 15:49:38,3,Medium
MUM-4988,Matunga,Garbage,29,253218,Cloudy,2026-03-29 15:54:09,52,Low
MUM-2412,Sion,Water,21,330061,Rainy,2026-03-29 15:59:27,28,Medium
MUM-6818,Juhu,Water,18,197258,Sunny,2026-03-29 16:00:05,27,Medium
MUM-6285,Goregaon,Water,48,477404,Rainy,2026-03-29 16:02:54,25,Medium
MUM-6846,Goregaon,Garbage,84,472291,Rainy,2026-03-29 16:14:09,147,High
MUM-2627,Sion,Water,27,335583,Cloudy,2026-03-29 16:18:41,23,Medium
MUM-3145,Colaba,Garbage,92,179462,Cloudy,2026-03-29 16:32:12,97,High
MUM-5193,Dadar,Roads,41,488221,Cloudy,2026-03-29 16:32:59,57,Low
MUM-6928,Worli,Water,26,228536,Sunny,2026-03-29 16:33:04,41,Low
MUM-10328,CST,Garbage,22,132190,Rainy,2026-03-29 16:34:50,22,Medium
MUM-4111,Dharavi,Drainage,66,715647,Cloudy,2026-03-29 16:42:39,75,Medium
MUM-10633,Mulund,Roads,10,361954,Sunny,2026-03-29 16:52:45,8,Low
MUM-9409,Wadala,Garbage,21,282441,Sunny,2026-03-29 16:57:18,28,Medium
MUM-9919,Lower Parel,Water,16,209896,Rainy,2026-03-29 17:02:59,8,Medium
MUM-2814,Bandra,Water,27,317820,Sunny,2026-03-29 17:06:52,27,Medium
MUM-2922,Kurla,Garbage,35,441075,Sunny,2026-03-29 17:10:53,57,Medium
MUM-9460,Wadala,Drainage,27,281631,Cloudy,2026-03-29 17:23:42,29,Low
MUM-1985,Kandivali,Roads,45,613536,Sunny,2026-03-29 17:29:21,66,Medium
MUM-9960,Parel,Water,16,283290,Cloudy,2026-03-29 17:29:53,26,Medium
MUM-1622,Wadala,Drainage,24,287863,Cloudy,2026-03-29 17:31:13,24,Low
MUM-4589,Hiranandani,Garbage,8,164257,Sunny,2026-03-29 17:31:38,4,High
MUM-2841,Goregaon,Drainage,34,493997,Cloudy,2026-03-29 17:36:47,163,High
